OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,116540,0.0,27.09,56350,0.0,20.05,20.58,25.69,34.01,34.54,41700,42810,53440,70740,71840
43-5060,"Production, Planning, and Expediting Clerks",broad,393980,0.9,27.7,57610,0.2,17.62,21.31,25.91,32.35,39.14,36640,44330,53900,67290,81410
43-5061,"Production, Planning, and Expediting Clerks",detailed,393980,0.9,27.7,57610,0.2,17.62,21.31,25.91,32.35,39.14,36640,44330,53900,67290,81410
43-5070,"Shipping, Receiving, and Inventory Clerks",broad,844120,1.5,20.54,42730,0.2,14.72,17.05,19.12,22.89,28.04,30620,35470,39780,47600,58310
43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,844120,1.5,20.54,42730,0.2,14.72,17.05,19.12,22.89,28.04,30620,35470,39780,47600,58310
43-5110,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",broad,51250,2.2,21.27,44240,0.3,15.6,17.71,20.8,24.08,27.43,32440,36830,43270,50080,57050
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,51250,2.2,21.27,44240,0.3,15.6,17.71,20.8,24.08,27.43,32440,36830,43270,50080,57050
43-6000,Secretaries and Administrative Assistants,minor,3171290,0.3,23.95,49810,0.2,15.18,17.94,22.12,27.95,35.66,31580,37320,46010,58140,74160
43-6010,Secretaries and Administrative Assistants,broad,3171290,0.3,23.95,49810,0.2,15.18,17.94,22.12,27.95,35.66,31580,37320,46010,58140,74160
43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,483570,1.0,35.42,73680,0.2,22.07,27.39,33.8,40.8,50,45910,56960,70310,84860,104000
43-6012,Legal Secretaries and Administrative Assistants,detailed,152790,2.1,27.08,56330,0.6,16.72,19.93,24.37,31.97,39.85,34780,41450,50680,66510,82890
43-6013,Medical Secretaries and Administrative Assistants,detailed,749500,0.6,20.85,43380,0.2,15.34,17.57,19.54,23.05,28.05,31900,36540,40640,47930,58340
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,1785430,0.3,21.87,45490,0.1,14.56,17.46,21.29,25.1,29.97,30280,36330,44280,52200,62340
43-9000,Other Office and Administrative Support Workers,minor,3213950,0.6,21.14,43970,0.1,13.78,16.44,19.69,24.1,29.82,28660,34200,40950,50130,62030
43-9020,Data Entry and Information Processing Workers,broad,191430,1.9,19.95,41490,0.4,13.86,16.14,18.74,23,27.72,28820,33560,38970,47830,57650
43-9021,Data Entry Keyers,detailed,154230,2.4,19.29,40130,0.4,13.58,15.7,18.17,22.13,26.6,28250,32660,37790,46020,55330
43-9022,Word Processors and Typists,detailed,37200,1.9,22.68,47170,0.5,15.94,18.49,22.33,25.49,29.94,33160,38460,46450,53020,62280
43-9030,Desktop Publishers,broad,5220,5.8,27.73,57680,2.3,15.33,18.44,24.66,34.34,47.05,31880,38350,51290,71420,97870
43-9031,Desktop Publishers,detailed,5220,5.8,27.73,57680,2.3,15.33,18.44,24.66,34.34,47.05,31880,38350,51290,71420,97870
43-9040,Insurance Claims and Policy Processing Clerks,broad,241650,1.1,23.81,49530,0.3,17.07,18.66,22.55,27.61,32.87,35510,38810,46900,57420,68370
43-9041,Insurance Claims and Policy Processing Clerks,detailed,241650,1.1,23.81,49530,0.3,17.07,18.66,22.55,27.61,32.87,35510,38810,46900,57420,68370
43-9050,"Mail Clerks and Mail Machine Operators, Except Postal Service",broad,66600,2.3,18.45,38370,0.3,13.65,15.64,17.73,20.61,23.89,28390,32540,36880,42860,49700
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,66600,2.3,18.45,38370,0.3,13.65,15.64,17.73,20.61,23.89,28390,32540,36880,42860,49700
43-9060,"Office Clerks, General",broad,2496370,0.8,20.94,43560,0.1,13.57,16.18,19.46,23.95,29.66,28230,33660,40480,49820,61690
43-9061,"Office Clerks, General",detailed,2496370,0.8,20.94,43560,0.1,13.57,16.18,19.46,23.95,29.66,28230,33660,40480,49820,61690
43-9070,"Office Machine Operators, Except Computer",broad,27960,3.3,19.04,39600,0.6,13.68,15.41,18.01,21.54,25.75,28450,32040,37450,44790,53560
43-9071,"Office Machine Operators, Except Computer",detailed,27960,3.3,19.04,39600,0.6,13.68,15.41,18.01,21.54,25.75,28450,32040,37450,44790,53560
43-9080,Proofreaders and Copy Markers,broad,5490,4.6,24.57,51100,0.9,15.26,18.24,23.46,28.41,36.3,31730,37940,48790,59090,75510
43-9081,Proofreaders and Copy Markers,detailed,5490,4.6,24.57,51100,0.9,15.26,18.24,23.46,28.41,36.3,31730,37940,48790,59090,75510
43-9110,Statistical Assistants,broad,7200,3.6,25.92,53900,0.9,17.05,20.88,24.29,29.79,36.96,35460,43440,50510,61960,76880
43-9111,Statistical Assistants,detailed,7200,3.6,25.92,53900,0.9,17.05,20.88,24.29,29.79,36.96,35460,43440,50510,61960,76880
43-9190,Miscellaneous Office and Administrative Support Workers,broad,172020,1.0,22.41,46620,0.4,13.99,16.6,20.78,25.84,32.24,29100,34520,43230,53740,67060
43-9199,"Office and Administrative Support Workers, All Other",detailed,172020,1.0,22.41,46620,0.4,13.99,16.6,20.78,25.84,32.24,29100,34520,43230,53740,67060
45-0000,"Farming, Fishing, and Forestry Occupations",major,432200,1.1,19.22,39970,0.6,14.43,15.97,17.08,20.79,27.23,30010,33220,35520,43240,56640
45-1000,"Supervisors of Farming, Fishing, and Forestry Workers",minor,27150,2.5,29.23,60790,0.8,18.26,21.88,27.56,35.32,42.48,37980,45510,57320,73460,88360
45-1010,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",broad,27150,2.5,29.23,60790,0.8,18.26,21.88,27.56,35.32,42.48,37980,45510,57320,73460,88360
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,27150,2.5,29.23,60790,0.8,18.26,21.88,27.56,35.32,42.48,37980,45510,57320,73460,88360
45-2000,Agricultural Workers,minor,363710,1.2,17.97,37370,0.6,14.25,15.85,16.78,18.63,22.91,29630,32970,34910,38760,47640
45-2010,Agricultural Inspectors,broad,12660,3.1,25.08,52170,0.7,17,19.06,23.08,29.18,36.19,35360,39640,48010,60690,75270
45-2011,Agricultural Inspectors,detailed,12660,3.1,25.08,52170,0.7,17,19.06,23.08,29.18,36.19,35360,39640,48010,60690,75270
45-2020,Animal Breeders,broad,1360,14.0,25.73,53520,4.2,16.21,19.22,22.86,29.48,37.22,33710,39980,47540,61330,77410
45-2021,Animal Breeders,detailed,1360,14.0,25.73,53520,4.2,16.21,19.22,22.86,29.48,37.22,33710,39980,47540,61330,77410
45-2040,"Graders and Sorters, Agricultural Products",broad,23430,2.6,16.77,34880,0.7,13.65,15.5,16.52,17.8,20.23,28400,32240,34360,37020,42090
45-2041,"Graders and Sorters, Agricultural Products",detailed,23430,2.6,16.77,34880,0.7,13.65,15.5,16.52,17.8,20.23,28400,32240,34360,37020,42090
45-2090,Miscellaneous Agricultural Workers,broad,326260,1.3,17.75,36910,0.6,14.24,15.83,16.72,18.37,22.47,29630,32920,34790,38210,46740
45-2091,Agricultural Equipment Operators,detailed,28910,3.7,20.12,41850,1.0,14.45,16.92,19.08,22.43,26.23,30050,35190,39690,46650,54550
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,258730,1.1,17.37,36140,0.6,14.71,15.86,16.57,17.79,21.16,30590,32980,34470,37010,44010
45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,32590,3.5,17.82,37060,0.8,12.26,14.23,16.88,20.6,24.19,25500,29600,35120,42850,50300
45-2099,"Agricultural Workers, All Other",detailed,6040,6.7,21.95,45660,1.9,12.85,15.79,19.53,26.04,37.22,26720,32840,40620,54170,77420
45-4000,"Forest, Conservation, and Logging Workers",minor,40450,1.7,23.69,49270,0.9,14.91,17.58,22.55,28.22,33.54,31010,36560,46910,58700,69760
45-4010,Forest and Conservation Workers,broad,5750,5.1,17.72,36860,1.0,13.75,15,16.32,19.28,24.26,28600,31200,33940,40100,50450
45-4011,Forest and Conservation Workers,detailed,5750,5.1,17.72,36860,1.0,13.75,15,16.32,19.28,24.26,28600,31200,33940,40100,50450
45-4020,Logging Workers,broad,34710,1.7,24.67,51320,1.1,14.97,18.57,23.52,28.89,34.08,31130,38630,48910,60100,70890
45-4021,Fallers,detailed,4800,8.6,29.42,61190,2.9,15.83,21.4,25.56,33.55,43.71,32920,44510,53170,69780,90930
45-4022,Logging Equipment Operators,detailed,23720,1.9,23.94,49790,0.9,14.87,18.22,23.19,28.85,33.05,30930,37900,48240,60000,68750
45-4023,Log Graders and Scalers,detailed,3640,6.4,22.65,47120,1.6,15.9,18.26,21.93,26.49,29.98,33060,37970,45600,55100,62360
45-4029,"Logging Workers, All Other",detailed,2540,8.2,25.46,52950,1.9,16.6,19.5,25.23,29.77,34.08,34520,40560,52480,61930,70890
47-0000,Construction and Extraction Occupations,major,6225630,0.6,29.57,61500,0.3,17.49,21.26,26.77,35.94,46.97,36380,44220,55680,74750,97700
47-1000,Supervisors of Construction and Extraction Workers,minor,777420,0.5,39.11,81340,0.3,23.76,29.26,36.9,47,58.78,49420,60870,76760,97750,122260
47-1010,First-Line Supervisors of Construction Trades and Extraction Workers,broad,777420,0.5,39.11,81340,0.3,23.76,29.26,36.9,47,58.78,49420,60870,76760,97750,122260
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,777420,0.5,39.11,81340,0.3,23.76,29.26,36.9,47,58.78,49420,60870,76760,97750,122260
47-2000,Construction Trades Workers,minor,4588620,0.6,28.53,59350,0.3,17.4,20.81,25,33.95,45,36190,43290,52000,70620,93600
47-2010,Boilermakers,broad,11130,4.6,35.5,73840,1.7,23.81,29.43,34.2,41,49.1,49510,61220,71140,85270,102120
47-2011,Boilermakers,detailed,11130,4.6,35.5,73840,1.7,23.81,29.43,34.2,41,49.1,49510,61220,71140,85270,102120
47-2020,"Brickmasons, Blockmasons, and Stonemasons",broad,66630,1.8,30.04,62470,0.7,18.32,22.94,28.27,35.71,44.1,38100,47710,58810,74270,91720
47-2021,Brickmasons and Blockmasons,detailed,56830,2.0,30.5,63430,0.8,18.44,23.2,28.67,36.01,45.3,38360,48250,59640,74900,94220
47-2022,Stonemasons,detailed,9790,5.7,27.37,56930,1.6,17.56,22.09,24.92,31.11,38.87,36530,45940,51830,64700,80850
47-2030,Carpenters,broad,700290,1.9,29.31,60970,0.4,18,22.18,27.09,34.75,45.47,37440,46130,56350,72290,94580
47-2031,Carpenters,detailed,700290,1.9,29.31,60970,0.4,18,22.18,27.09,34.75,45.47,37440,46130,56350,72290,94580
47-2040,"Carpet, Floor, and Tile Installers and Finishers",broad,88200,3.0,26.05,54190,1.6,15.93,18.59,23.41,30.1,39.18,33120,38670,48690,62600,81500
47-2041,Carpet Installers,detailed,15560,4.7,25.14,52290,1.9,14.98,17.76,22.85,29.6,38.78,31160,36930,47520,61580,80650
47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,25150,4.0,27.25,56680,1.5,16.99,19.63,23.48,31.81,44.15,35340,40840,48840,66170,91840
47-2043,Floor Sanders and Finishers,detailed,5070,7.6,24,49910,2.0,15.91,18.53,22.96,27.66,33.43,33080,38530,47760,57520,69540
47-2044,Tile and Stone Setters,detailed,42420,5.6,25.92,53920,3.1,15.93,18.43,23.52,29.92,38.48,33120,38330,48910,62230,80030
47-2050,"Cement Masons, Concrete Finishers, and Terrazzo Workers",broad,205010,1.2,27.59,57390,0.6,18,21.48,24.38,30.64,40.16,37440,44680,50710,63720,83540
47-2051,Cement Masons and Concrete Finishers,detailed,203560,1.3,27.6,57410,0.6,18,21.49,24.38,30.65,40.18,37440,44690,50720,63750,83580
47-2053,Terrazzo Workers and Finishers,detailed,1460,21.7,26.07,54220,6.2,16.82,18.75,23.51,29,37.8,34990,39010,48900,60320,78610
47-2060,Construction Laborers,broad,1019090,1.3,23.69,49280,0.4,15.15,17.82,21.78,27.3,36.54,31510,37070,45300,56780,76010
47-2061,Construction Laborers,detailed,1019090,1.3,23.69,49280,0.4,15.15,17.82,21.78,27.3,36.54,31510,37070,45300,56780,76010
47-2070,Construction Equipment Operators,broad,496460,0.9,29.63,61620,0.3,18.37,22.12,26.57,34.69,45.58,38200,46020,55270,72160,94800
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,43080,2.9,26.53,55170,0.9,17.54,20,23.55,30,39.29,36470,41600,48980,62400,81730
47-2072,Pile Driver Operators,detailed,3010,7.7,33.78,70260,3.7,19.64,23.74,30.55,43.97,52.42,40840,49370,63550,91460,109030
47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,450370,0.8,29.89,62180,0.3,18.47,22.25,27,35.08,45.95,38410,46270,56160,72970,95570
47-2080,"Drywall Installers, Ceiling Tile Installers, and Tapers",broad,106420,1.7,30.11,62620,1.1,17.94,22.32,27.41,35.67,49.66,37300,46430,57010,74200,103290
47-2081,Drywall and Ceiling Tile Installers,detailed,90860,1.7,29.56,61480,1.0,17.66,22.05,26.78,34.51,49.67,36730,45860,55700,71780,103310
47-2082,Tapers,detailed,15560,5.3,33.32,69300,2.3,21.09,25,30.46,40.68,49.58,43870,52000,63350,84610,103130
47-2110,Electricians,broad,712580,0.6,32.6,67810,0.4,18.49,23.13,29.61,38.59,50.09,38470,48100,61590,80260,104180
47-2111,Electricians,detailed,712580,0.6,32.6,67810,0.4,18.49,23.13,29.61,38.59,50.09,38470,48100,61590,80260,104180
47-2120,Glaziers,broad,53390,4.8,28.04,58320,1.1,17.52,21.08,24.57,31,46.65,36440,43840,51100,64470,97030
47-2121,Glaziers,detailed,53390,4.8,28.04,58320,1.1,17.52,21.08,24.57,31,46.65,36440,43840,51100,64470,97030
47-2130,Insulation Workers,broad,61360,2.3,26.55,55230,0.9,16.92,19.41,23.72,30.3,39.38,35200,40370,49350,63020,81910
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,38510,2.8,25.04,52080,1.1,15.97,18.43,22.86,29.09,37.5,33210,38330,47540,60510,78000
47-2132,"Insulation Workers, Mechanical",detailed,22850,4.3,29.1,60530,1.4,18.71,22.16,25.92,34.23,43.63,38910,46090,53920,71200,90760
47-2140,Painters and Paperhangers,broad,217730,1.5,25.06,52130,0.5,17.11,18.74,22.94,28.61,36.58,35580,38980,47710,59500,76090
47-2141,"Painters, Construction and Maintenance",detailed,215910,1.4,25.05,52110,0.5,17.1,18.74,22.94,28.6,36.55,35570,38970,47700,59480,76030
47-2142,Paperhangers,detailed,1830,23.7,25.97,54020,2.8,17.5,19.6,23.3,29.24,38.17,36400,40760,48460,60820,79390
47-2150,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",broad,471000,1.1,32.08,66730,0.6,18.42,22.7,29.27,38.18,49.09,38310,47220,60890,79410,102120
47-2151,Pipelayers,detailed,34840,3.9,25.41,52840,1.6,17.22,19.07,22.76,29.08,38.05,35820,39660,47330,60480,79150
47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,436160,1.0,32.62,67840,0.6,18.6,22.99,29.59,38.56,49.59,38690,47810,61550,80190,103140
47-2160,Plasterers and Stucco Masons,broad,22310,3.7,28.39,59050,1.4,17.73,21.54,25.31,33.01,44.61,36880,44810,52640,68650,92780
47-2161,Plasterers and Stucco Masons,detailed,22310,3.7,28.39,59050,1.4,17.73,21.54,25.31,33.01,44.61,36880,44810,52640,68650,92780
47-2170,Reinforcing Iron and Rebar Workers,broad,17400,6.4,28.99,60290,2.4,18.4,22.34,26.37,31.49,46.33,38260,46460,54850,65490,96370
47-2171,Reinforcing Iron and Rebar Workers,detailed,17400,6.4,28.99,60290,2.4,18.4,22.34,26.37,31.49,46.33,38260,46460,54850,65490,96370
47-2180,Roofers,broad,135140,1.2,26.85,55840,0.7,17.42,21.23,24.05,29.97,38.39,36240,44150,50030,62330,79850
47-2181,Roofers,detailed,135140,1.2,26.85,55840,0.7,17.42,21.23,24.05,29.97,38.39,36240,44150,50030,62330,79850
47-2210,Sheet Metal Workers,broad,116190,2.1,30.9,64270,0.9,17.79,22.04,28.26,37.8,48.49,37000,45840,58780,78620,100850
47-2211,Sheet Metal Workers,detailed,116190,2.1,30.9,64270,0.9,17.79,22.04,28.26,37.8,48.49,37000,45840,58780,78620,100850
47-2220,Structural Iron and Steel Workers,broad,63780,2.6,32.8,68220,1.1,19.48,23.49,30.17,38.48,50.49,40510,48860,62760,80040,105010
47-2221,Structural Iron and Steel Workers,detailed,63780,2.6,32.8,68220,1.1,19.48,23.49,30.17,38.48,50.49,40510,48860,62760,80040,105010
47-2230,Solar Photovoltaic Installers,broad,24510,4.8,25.55,53140,1.3,18.23,20.55,23.46,28.93,35.37,37920,42740,48800,60180,73560
47-2231,Solar Photovoltaic Installers,detailed,24510,4.8,25.55,53140,1.3,18.23,20.55,23.46,28.93,35.37,37920,42740,48800,60180,73560
47-3000,"Helpers, Construction Trades",minor,191670,1.4,19.87,41340,0.4,14.48,16.82,18.57,22.36,26.58,30110,34980,38630,46510,55280
47-3010,"Helpers, Construction Trades",broad,191670,1.4,19.87,41340,0.4,14.48,16.82,18.57,22.36,26.58,30110,34980,38630,46510,55280
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,16460,3.3,21.92,45590,1.0,15.99,17.82,20.42,24.25,29.77,33270,37070,42470,50430,61930
47-3012,Helpers--Carpenters,detailed,21770,5.4,19.65,40860,0.9,14.39,16.56,18.93,22.38,25.85,29930,34450,39380,46540,53780
47-3013,Helpers--Electricians,detailed,68670,3.4,19.83,41240,0.7,14.41,16.85,18.43,22.34,26.88,29970,35040,38340,46470,55900
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,7700,6.1,18.63,38750,2.2,13.97,15.47,17.79,21,24.4,29060,32180,37010,43680,50750
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,45300,3.1,18.97,39460,0.6,14.32,16.5,18.1,21.22,24.48,29780,34320,37650,44140,50920
47-3016,Helpers--Roofers,detailed,4540,6.4,20.33,42280,2.5,14.44,16.83,18.57,21.83,26.56,30040,35010,38620,45400,55250
47-3019,"Helpers, Construction Trades, All Other",detailed,27250,3.4,20.71,43090,0.9,14.75,17.26,19.34,23.1,27.72,30670,35910,40220,48050,57660
47-4000,Other Construction and Related Workers,minor,455520,0.7,28.87,60050,0.5,17.19,20.59,25.44,34.55,45.73,35740,42830,52900,71860,95120
47-4010,Construction and Building Inspectors,broad,133640,1.3,35.04,72880,0.6,21.03,25.67,32.55,41.6,51.06,43740,53400,67700,86530,106200
47-4011,Construction and Building Inspectors,detailed,133640,1.3,35.04,72880,0.6,21.03,25.67,32.55,41.6,51.06,43740,53400,67700,86530,106200
47-4020,Elevator and Escalator Installers and Repairers,broad,23990,6.2,48.11,100060,1.2,24.98,36.33,49.24,61.21,66.79,51960,75570,102420,127310,138910
47-4021,Elevator and Escalator Installers and Repairers,detailed,23990,6.2,48.11,100060,1.2,24.98,36.33,49.24,61.21,66.79,51960,75570,102420,127310,138910
47-4030,Fence Erectors,broad,21470,5.9,22.43,46650,1.3,15.44,17.9,21.35,24.49,30.85,32120,37220,44410,50950,64170
47-4031,Fence Erectors,detailed,21470,5.9,22.43,46650,1.3,15.44,17.9,21.35,24.49,30.85,32120,37220,44410,50950,64170
47-4040,Hazardous Materials Removal Workers,broad,49960,2.3,25.69,53430,1.0,17.09,18.85,22.73,29.27,39.24,35550,39200,47280,60870,81610
47-4041,Hazardous Materials Removal Workers,detailed,49960,2.3,25.69,53430,1.0,17.09,18.85,22.73,29.27,39.24,35550,39200,47280,60870,81610
47-4050,Highway Maintenance Workers,broad,150860,0.9,23.59,49070,0.3,15.52,18.66,22.77,27.53,31.95,32280,38810,47360,57260,66450
47-4051,Highway Maintenance Workers,detailed,150860,0.9,23.59,49070,0.3,15.52,18.66,22.77,27.53,31.95,32280,38810,47360,57260,66450
47-4060,Rail-Track Laying and Maintenance Equipment Operators,broad,18770,1.2,32.37,67330,0.5,22.28,28.54,32.21,38.69,39.59,46350,59350,67000,80480,82340
47-4061,Rail-Track Laying and Maintenance Equipment Operators,detailed,18770,1.2,32.37,67330,0.5,22.28,28.54,32.21,38.69,39.59,46350,59350,67000,80480,82340
47-4070,Septic Tank Servicers and Sewer Pipe Cleaners,broad,27900,2.8,23.84,49590,0.8,16.3,18.55,22.56,27.53,33.03,33890,38590,46910,57270,68700
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,27900,2.8,23.84,49590,0.8,16.3,18.55,22.56,27.53,33.03,33890,38590,46910,57270,68700
47-4090,Miscellaneous Construction and Related Workers,broad,28930,3.5,24.84,51670,1.7,16.75,18.65,22.64,28.22,37.26,34840,38800,47090,58690,77500
47-4090,Miscellaneous Construction and Related Workers,detailed,28930,3.5,24.84,51670,1.7,16.75,18.65,22.64,28.22,37.26,34840,38800,47090,58690,77500
47-5000,Extraction Workers,minor,212390,1.6,27.22,56610,0.5,17.87,21.34,24.89,31.02,38.47,37160,44380,51780,64530,80010
47-5010,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",broad,69840,2.4,29.13,60590,0.8,18.57,22.3,27.93,34.18,40.96,38630,46390,58100,71100,85190
47-5011,"Derrick Operators, Oil and Gas",detailed,11510,5.2,28.04,58330,1.3,20.31,22.8,27.99,32.11,36.42,42230,47420,58210,66800,75750
47-5012,"Rotary Drill Operators, Oil and Gas",detailed,12180,6.2,32.36,67320,1.2,19.37,24.07,29.7,38.25,43.18,40290,50060,61770,79560,89810
47-5013,"Service Unit Operators, Oil and Gas",detailed,46150,3.0,28.55,59390,1.1,18.31,21.91,26.8,32.59,41.99,38090,45570,55750,67790,87350
47-5020,Surface Mining Machine Operators and Earth Drillers,broad,50640,2.0,27.5,57190,0.6,18.57,21.87,24.97,30.65,38.22,38620,45480,51930,63760,79500
47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",detailed,32630,2.5,26.68,55500,0.8,18.31,21.37,24.06,29.69,37.13,38080,44460,50050,61760,77240
47-5023,"Earth Drillers, Except Oil and Gas",detailed,18010,4.4,28.97,60250,1.0,19.5,23,27.24,32.55,39.56,40560,47840,56660,67700,82280
47-5030,"Explosives Workers, Ordnance Handling Experts, and Blasters",broad,4610,4.5,31.54,65600,1.6,20.51,23.9,29.61,38.26,42.98,42670,49710,61590,79580,89400
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,4610,4.5,31.54,65600,1.6,20.51,23.9,29.61,38.26,42.98,42670,49710,61590,79580,89400
